▶ running per-file parallel test suite via run_tests_parallel.py
  (TZ=UTC LANG=C.UTF-8 PYTHONHASHSEED=0; clean env)
Discovered 1976 test files (~37961 tests) under ['tests']; running with -j 28
[  0.0% |     5/~37961 | ✓5 | ✗0] ✓ tests/acp_adapter/test_detect_provider_entra.py (5✓, 7.9s)
[ 25.1% |  9513/~37961 | ✓10246 | ✗    5] ✓ tests/gateway/test_email.py (88✓, 38.0s)
[ 25.1% |  9522/~37961 | ✓10255 | ✗    5] ✓ tests/gateway/test_notice_rendering.py (9✓, 5.1s)
[ 25.1% |  9526/~37961 | ✓10259 | ✗    5] ✓ tests/gateway/test_per_platform_streaming_defaults.py (4✓, 3.6s)
[ 25.1% |  9528/~37961 | ✓10261 | ✗    5] ✓ tests/gateway/test_own_policy_startup_gate.py (2✓, 5.2s)
[ 25.2% |  9548/~37961 | ✓10281 | ✗    5] ✓ tests/gateway/test_gateway_shutdown.py (20✓, 25.8s)
[ 25.2% |  9555/~37961 | ✓10281 | ✗    5] ✓ tests/gateway/test_plugin_platform_interface.py (7s, 1.1s)
[ 25.2% |  9561/~37961 | ✓10287 | ✗    5] ✓ tests/gateway/test_pending_event_none.py (6✓, 4.3s)
[ 25.2% |  9572/~37961 | ✓10298 | ✗    5] ✓ tests/gateway/test_pairing_allowlist_bypass.py (11✓, 6.0s)
[ 25.2% |  9579/~37961 | ✓10305 | ✗    5] ✓ tests/gateway/test_platform_http_client_limits.py (7✓, 4.4s)
[ 25.2% |  9581/~37961 | ✓10307 | ✗    5] ✓ tests/gateway/test_priority_path_compression_demotion_56391.py (2✓, 2.6s)
[ 25.3% |  9588/~37961 | ✓10314 | ✗    5] ✓ tests/gateway/test_platform_reconnect_fd_leak.py (7✓, 4.5s)
[ 25.3% |  9594/~37961 | ✓10328 | ✗    5] ✓ tests/gateway/test_plaintext_approval_routing.py (14✓, 6.9s)
[ 25.3% |  9599/~37961 | ✓10333 | ✗    5] ✓ tests/gateway/test_pending_drain_no_recursion.py (5✓, 7.9s)
[ 25.3% |  9604/~37961 | ✓10338 | ✗    5] ✓ tests/gateway/test_pre_gateway_dispatch.py (5✓, 3.8s)
[ 25.3% |  9620/~37961 | ✓10354 | ✗    5] ✓ tests/gateway/test_pii_redaction.py (16✓, 7.8s)
[ 25.4% |  9643/~37961 | ✓10382 | ✗    5] ✓ tests/gateway/test_multiplex_phase0.py (28✓, 12.2s)
[ 25.4% |  9654/~37961 | ✓10393 | ✗    5] ✓ tests/gateway/test_planned_stop_watcher.py (11✓, 8.2s)
[ 25.4% |  9655/~37961 | ✓10394 | ✗    5] ✓ tests/gateway/test_queued_native_image_session_key.py (1✓, 2.3s)
[ 25.4% |  9660/~37961 | ✓10399 | ✗    5] ✓ tests/gateway/test_queue_command.py (5✓, 3.7s)
[ 25.6% |  9712/~37961 | ✓10451 | ✗    5] ✓ tests/gateway/test_matrix_mention.py (52✓, 22.7s)
[ 25.6% |  9723/~37961 | ✓10462 | ✗    5] ✓ tests/gateway/test_post_delivery_callback_chaining.py (11✓, 5.9s)
[ 25.7% |  9753/~37961 | ✓10492 | ✗    5] ✓ tests/gateway/test_msgraph_webhook.py (30✓, 16.1s)
[ 25.7% |  9757/~37961 | ✓10496 | ✗    5] ✓ tests/gateway/test_relay_capability_surface.py (4✓, 3.5s)
[ 26.2% |  9954/~37961 | ✓10709 | ✗    5] ✓ tests/cron/test_scheduler.py (213✓, 88.7s)
[ 26.2% |  9958/~37961 | ✓10713 | ✗    5] ✓ tests/gateway/test_reload_skills_command.py (4✓, 3.8s)
[ 26.2% |  9963/~37961 | ✓10718 | ✗    5] ✓ tests/gateway/test_reload_skills_discord_resync.py (5✓, 3.9s)
[ 26.3% |  9967/~37961 | ✓10722 | ✗    5] ✓ tests/gateway/test_response_filters.py (4✓, 3.4s)
[ 26.3% |  9973/~37961 | ✓10728 | ✗    5] ✓ tests/gateway/test_reply_to_injection.py (6✓, 4.3s)
[ 26.5% | 10049/~37961 | ✓10804 | ✗    5] ✓ tests/gateway/test_line_plugin.py (76✓, 29.3s)
[ 26.6% | 10110/~37961 | ✓10864 | ✗    5] ✓ tests/gateway/test_mattermost.py (60✓, 26.7s)
[ 26.7% | 10124/~37961 | ✓10878 | ✗    5] ✓ tests/gateway/test_queue_consumption.py (14✓, 7.5s)
[ 26.7% | 10127/~37961 | ✓10898 | ✗    5] ✓ tests/gateway/test_platform_connected_checkers.py (20✓ 1s, 12.8s)
[ 26.7% | 10139/~37961 | ✓10910 | ✗    5] ✓ tests/gateway/test_relay_upstream_authz.py (12✓, 6.6s)
[ 26.7% | 10141/~37961 | ✓10912 | ✗    5] ✓ tests/gateway/test_retry_replacement.py (2✓, 2.7s)
[ 26.7% | 10145/~37961 | ✓10916 | ✗    5] ✓ tests/gateway/test_restart_service_detection.py (4✓, 3.4s)
[ 26.7% | 10147/~37961 | ✓10918 | ✗    5] ✓ tests/gateway/test_retry_response.py (2✓, 2.7s)
[ 26.8% | 10170/~37961 | ✓10941 | ✗    5] ✓ tests/gateway/test_proxy_mode.py (23✓, 11.3s)
[ 27.3% | 10363/~37961 | ✓11134 | ✗    5] ✓ tests/gateway/test_api_server.py (193✓, 82.9s)
[ 27.3% | 10381/~37961 | ✓11152 | ✗    5] ✓ tests/gateway/test_reasoning_command.py (18✓, 9.4s)
[ 27.4% | 10397/~37961 | ✓11168 | ✗    5] ✓ tests/gateway/test_replay_entry_fields.py (16✓, 8.1s)
[ 27.4% | 10416/~37961 | ✓11188 | ✗    5] ✓ tests/gateway/test_raft_adapter.py (20✓, 9.7s)
[ 27.5% | 10428/~37961 | ✓11200 | ✗    5] ✓ tests/gateway/test_restart_redelivery_dedup.py (12✓, 6.4s)
[ 27.5% | 10432/~37961 | ✓11204 | ✗    5] ✓ tests/gateway/test_runner_fatal_adapter.py (4✓, 3.4s)
[ 27.5% | 10435/~37961 | ✓11207 | ✗    5] ✓ tests/gateway/test_run_progress_interrupt.py (3✓, 4.2s)
[ 27.5% | 10438/~37961 | ✓11210 | ✗    5] ✓ tests/gateway/test_runtime_env_reload_config_authority.py (3✓, 3.0s)
[ 27.6% | 10471/~37961 | ✓11243 | ✗    5] ✓ tests/gateway/test_platform_reconnect.py (33✓, 15.7s)
[ 27.6% | 10476/~37961 | ✓11248 | ✗    5] ✓ tests/gateway/test_running_agent_session_toggles.py (5✓, 3.7s)
[ 27.6% | 10480/~37961 | ✓11252 | ✗    5] ✓ tests/gateway/test_safe_adapter_disconnect.py (4✓, 3.2s)
[ 27.6% | 10484/~37961 | ✓11261 | ✗    5] ✓ tests/gateway/test_runtime_config_env_expansion.py (9✓, 5.1s)
[ 27.8% | 10536/~37961 | ✓11313 | ✗    5] ✓ tests/gateway/test_pairing.py (52✓, 21.2s)
[ 27.8% | 10560/~37961 | ✓11337 | ✗    5] ✓ tests/gateway/test_restart_drain.py (24✓, 11.4s)
[ 27.8% | 10562/~37961 | ✓11339 | ✗    5] ✓ tests/gateway/test_send_voice_reply_notify.py (2✓, 2.7s)
[ 27.8% | 10567/~37961 | ✓11344 | ✗    5] ✓ tests/gateway/test_run_cleanup_progress.py (5✓, 7.8s)
[ 27.9% | 10594/~37961 | ✓11371 | ✗    5] ✓ tests/gateway/test_restart_notification.py (27✓, 12.3s)
[ 27.9% | 10599/~37961 | ✓11376 | ✗    5] ✓ tests/gateway/test_session_boundary_security_state.py (5✓, 3.4s)
[ 28.0% | 10612/~37961 | ✓11389 | ✗    5] ✓ tests/gateway/test_scale_to_zero_watcher.py (13✓, 7.1s)
[ 28.0% | 10618/~37961 | ✓11395 | ✗    5] ✓ tests/gateway/test_session_context_inheritance.py (6✓, 3.9s)
[ 28.0% | 10630/~37961 | ✓11407 | ✗    5] ✓ tests/gateway/test_runner_startup_failures.py (12✓, 10.4s)
[ 28.0% | 10642/~37961 | ✓11419 | ✗    5] ✓ tests/gateway/test_session_api.py (12✓, 6.8s)
[ 28.1% | 10649/~37961 | ✓11426 | ✗    5] ✓ tests/gateway/test_session_id_cache_coherence.py (7✓, 4.2s)
[ 28.1% | 10657/~37961 | ✓11436 | ✗    5] ✓ tests/gateway/test_session_dm_thread_seeding.py (10✓, 5.4s)
[ 28.1% | 10676/~37961 | ✓11455 | ✗    5] ✓ tests/gateway/test_send_multiple_images.py (19✓, 8.6s)
[ 28.2% | 10697/~37961 | ✓11480 | ✗    5] ✓ tests/gateway/test_runtime_footer.py (25✓, 10.8s)
[ 28.2% | 10705/~37961 | ✓11502 | ✗    5] ✓ tests/gateway/test_send_error_classification.py (22✓, 9.9s)
[ 28.2% | 10709/~37961 | ✓11506 | ✗    5] ✓ tests/gateway/test_session_list_allowed_sources.py (4✓, 3.1s)
[ 28.3% | 10759/~37961 | ✓11556 | ✗    5] ✓ tests/gateway/test_platform_registry.py (50✓, 24.3s)
[ 28.4% | 10766/~37961 | ✓11587 | ✗    5] ✓ tests/gateway/test_run_tool_media_re.py (31✓, 13.1s)
[ 28.4% | 10789/~37961 | ✓11610 | ✗    5] ✓ tests/gateway/test_send_image_file.py (23✓, 10.3s)
[ 28.4% | 10794/~37961 | ✓11615 | ✗    5] ✓ tests/gateway/test_session_load_bool.py (5✓, 3.4s)
[ 28.4% | 10797/~37961 | ✓11618 | ✗    5] ✓ tests/gateway/test_session_model_override_credential_pool.py (3✓, 2.9s)
[ 28.5% | 10813/~37961 | ✓11634 | ✗    5] ✓ tests/gateway/test_session_env.py (16✓, 7.6s)
[ 28.5% | 10816/~37961 | ✓11637 | ✗    5] ✓ tests/gateway/test_session_model_reset.py (3✓, 3.0s)
[ 28.5% | 10820/~37961 | ✓11641 | ✗    5] ✓ tests/gateway/test_session_model_override_routing.py (4✓, 3.4s)
[ 28.5% | 10824/~37961 | ✓11645 | ✗    5] ✓ tests/gateway/test_session_override_thread_recovery.py (4✓, 3.2s)
[ 28.5% | 10831/~37961 | ✓11652 | ✗    5] ✓ tests/gateway/test_session_boundary_hooks.py (7✓, 9.7s)
[ 28.6% | 10842/~37961 | ✓11663 | ✗    5] ✓ tests/gateway/test_session_info.py (11✓, 6.3s)
[ 28.6% | 10851/~37961 | ✓11672 | ✗    5] ✓ tests/gateway/test_session_model_override_persistence.py (9✓, 5.0s)
[ 28.8% | 10933/~37961 | ✓11754 | ✗    5] ✓ tests/gateway/test_ntfy_plugin.py (82✓, 32.4s)
[ 28.8% | 10935/~37961 | ✓11756 | ✗    5] ✓ tests/gateway/test_shared_group_sender_prefix.py (2✓, 2.5s)
[ 28.9% | 10961/~37961 | ✓11782 | ✗    5] ✓ tests/gateway/test_session_hygiene.py (26✓, 11.3s)
[ 28.9% | 10980/~37961 | ✓11820 | ✗    5] ✓ tests/gateway/test_scale_to_zero.py (38✓, 15.8s)
[ 29.0% | 10991/~37961 | ✓11831 | ✗    5] ✓ tests/gateway/test_session_store_runtime_stale_guard.py (11✓, 5.8s)
[ 29.0% | 11003/~37961 | ✓11843 | ✗    5] ✓ tests/gateway/test_session_state_cleanup.py (12✓, 6.2s)
[ 29.1% | 11033/~37961 | ✓11881 | ✗    5] ✓ tests/gateway/test_send_retry.py (38✓, 15.7s)
[ 29.1% | 11040/~37961 | ✓11888 | ✗    5] ✓ tests/gateway/test_shutdown_memory_provider_messages.py (7✓, 4.2s)
[ 29.1% | 11053/~37961 | ✓11901 | ✗    5] ✓ tests/gateway/test_session_store_stale_prune.py (13✓, 6.3s)
[ 29.3% | 11105/~37961 | ✓11953 | ✗    5] ✓ tests/gateway/test_resume_command.py (52✓, 22.0s)
[ 29.3% | 11113/~37961 | ✓11961 | ✗    5] ✓ tests/gateway/test_shutdown_cache_cleanup.py (8✓, 4.9s)
[ 29.3% | 11126/~37961 | ✓11976 | ✗    5] ✓ tests/gateway/test_session_split_brain_11016.py (15✓, 7.0s)
[ 29.4% | 11142/~37961 | ✓11992 | ✗    5] ✓ tests/gateway/test_session_reset_notify.py (16✓, 7.6s)
[ 29.4% | 11162/~37961 | ✓12012 | ✗    5] ✓ tests/gateway/test_session_store_prune.py (20✓, 8.7s)
[ 29.4% | 11176/~37961 | ✓12026 | ✗    5] ✓ tests/gateway/test_setup_feishu.py (14✓, 9.0s)
[ 29.4% | 11178/~37961 | ✓12028 | ✗    5] ✓ tests/gateway/test_slack_plugin_setup.py (2✓, 2.3s)
[ 29.5% | 11183/~37961 | ✓12033 | ✗    5] ✓ tests/gateway/test_slack_bot_auth_bypass.py (5✓, 3.5s)
[ 29.5% | 11188/~37961 | ✓12038 | ✗    5] ✓ tests/gateway/test_slack_group_dm_scope_warning.py (5✓, 3.3s)
[ 29.5% | 11194/~37961 | ✓12045 | ✗    5] ✓ tests/gateway/test_slack_channel_session_scope.py (7✓, 4.2s)
[ 29.5% | 11202/~37961 | ✓12053 | ✗    5] ✓ tests/gateway/test_slack_block_kit_adapter.py (8✓, 4.5s)
[ 29.6% | 11220/~37961 | ✓12071 | ✗    5] ✓ tests/gateway/test_signal_rate_limit.py (18✓, 8.2s)
[ 29.6% | 11230/~37961 | ✓12081 | ✗    5] ✓ tests/gateway/test_slack_cron_continuable_surface.py (10✓, 5.3s)
[ 29.6% | 11241/~37961 | ✓12092 | ✗    5] ✓ tests/gateway/test_slack_channel_skills.py (11✓, 5.7s)
[ 29.6% | 11246/~37961 | ✓12097 | ✗    5] ✓ tests/gateway/test_slack_user_token_warning.py (5✓, 3.7s)
[ 29.7% | 11262/~37961 | ✓12116 | ✗    5] ✓ tests/gateway/test_session_race_guard.py (19✓, 14.2s)
[ 29.7% | 11264/~37961 | ✓12118 | ✗    5] ✓ tests/gateway/test_ssl_cert_detection.py (2✓, 2.7s)
[ 29.7% | 11267/~37961 | ✓12121 | ✗    5] ✓ tests/gateway/test_ssl_certs.py (3✓, 2.9s)
[ 29.7% | 11281/~37961 | ✓12135 | ✗    5] ✓ tests/gateway/test_slack_plugin_action_handlers.py (14✓, 6.8s)
[ 29.7% | 11282/~37961 | ✓12136 | ✗    5] ✓ tests/gateway/test_stale_platform_lock_retryable.py (1✓, 2.0s)
[ 29.7% | 11284/~37961 | ✓12138 | ✗    5] ✓ tests/gateway/test_stacked_skill_platform_disabled.py (2✓, 3.2s)
[ 29.8% | 11306/~37961 | ✓12160 | ✗    5] ✓ tests/gateway/test_slack_block_kit.py (22✓, 9.5s)
[ 29.8% | 11309/~37961 | ✓12163 | ✗    5] ✓ tests/gateway/test_startup_no_eager_platform_install.py (3✓, 2.7s)
[ 29.9% | 11339/~37961 | ✓12193 | ✗    5] ✓ tests/gateway/test_shutdown_forensics.py (30✓, 13.2s)
[ 30.3% | 11490/~37961 | ✓12353 | ✗    5] ✓ tests/gateway/test_google_chat.py (160✓, 63.2s)
[ 30.3% | 11500/~37961 | ✓12363 | ✗    5] ✓ tests/gateway/test_sse_agent_cancel.py (10✓, 5.7s)
[ 30.4% | 11526/~37961 | ✓12389 | ✗    5] ✓ tests/gateway/test_slack_approval_buttons.py (26✓, 11.1s)
[ 30.4% | 11533/~37961 | ✓12396 | ✗    5] ✓ tests/gateway/test_stale_confirmation_expiry.py (7✓, 4.3s)
[ 30.5% | 11563/~37961 | ✓12426 | ✗    5] ✓ tests/gateway/test_simplex_plugin.py (30✓, 13.0s)
[ 30.6% | 11599/~37961 | ✓12462 | ✗    5] ✓ tests/gateway/test_run_progress_topics.py (36✓, 30.3s)
[ 30.6% | 11604/~37961 | ✓12467 | ✗    5] ✓ tests/gateway/test_startup_restart_race.py (5✓, 4.1s)
[ 30.6% | 11608/~37961 | ✓12471 | ✗    5] ✓ tests/gateway/test_step_callback_compat.py (4✓, 3.4s)
[ 30.6% | 11613/~37961 | ✓12476 | ✗    5] ✓ tests/gateway/test_steer_command.py (5✓, 3.9s)
[ 30.6% | 11634/~37961 | ✓12497 | ✗    5] ✓ tests/gateway/test_slash_access.py (21✓, 9.4s)
[ 30.7% | 11655/~37961 | ✓12518 | ✗    5] ✓ tests/gateway/test_slash_access_dispatch.py (21✓, 9.9s)
[ 30.7% | 11662/~37961 | ✓12525 | ✗    5] ✓ tests/gateway/test_stop_thread_sibling.py (7✓, 4.5s)
[ 30.8% | 11674/~37961 | ✓12537 | ✗    5] ✓ tests/gateway/test_status_phrases.py (12✓, 6.1s)
[ 30.8% | 11691/~37961 | ✓12554 | ✗    5] ✓ tests/gateway/test_status_command.py (17✓, 8.3s)
[ 30.8% | 11708/~37961 | ✓12571 | ✗    5] ✓ tests/gateway/test_sticker_cache.py (17✓, 8.1s)
[ 30.9% | 11721/~37961 | ✓12584 | ✗    5] ✓ tests/gateway/test_stream_events.py (13✓, 6.8s)
[ 30.9% | 11730/~37961 | ✓12593 | ✗    5] ✓ tests/gateway/test_stuck_loop.py (9✓, 5.5s)
[ 30.9% | 11737/~37961 | ✓12600 | ✗    5] ✓ tests/gateway/test_stt_config.py (7✓, 7.6s)
[ 30.9% | 11746/~37961 | ✓12609 | ✗    5] ✓ tests/gateway/test_stream_consumer_thread_routing.py (9✓, 8.1s)
[ 31.1% | 11800/~37961 | ✓12663 | ✗    5] ✓ tests/gateway/test_signal_format.py (54✓, 21.9s)
[ 31.1% | 11818/~37961 | ✓12681 | ✗    5] ✓ tests/gateway/test_stream_consumer_draft.py (18✓, 9.3s)
[ 31.2% | 11825/~37961 | ✓12688 | ✗    5] ✓ tests/gateway/test_teams_pipeline_runtime_wiring.py (7✓, 5.2s)
[ 31.2% | 11831/~37961 | ✓12694 | ✗    5] ✓ tests/gateway/test_stt_transcript_echo_config.py (6✓, 7.7s)
[ 31.7% | 12039/~37961 | ✓12902 | ✗    5] ✓ tests/gateway/test_feishu.py (208✓, 83.8s)
[ 31.7% | 12044/~37961 | ✓12907 | ✗    5] ✓ tests/gateway/test_telegram_audio_vs_voice.py (5✓, 4.2s)
[ 31.8% | 12059/~37961 | ✓12924 | ✗    5] ✓ tests/gateway/test_subagent_protection_30170.py (17✓, 8.5s)
[ 31.8% | 12077/~37961 | ✓12942 | ✗    5] ✓ tests/gateway/test_table_helpers.py (18✓, 8.5s)
[ 31.8% | 12082/~37961 | ✓12947 | ✗    5] ✓ tests/gateway/test_telegram_callback_auth_fail_closed.py (5✓, 3.9s)
[ 31.8% | 12085/~37961 | ✓12950 | ✗    5] ✓ tests/gateway/test_telegram_channel_posts.py (3✓, 3.0s)
[ 31.9% | 12092/~37961 | ✓12957 | ✗    5] ✓ tests/gateway/test_telegram_bot_auth_bypass.py (7✓, 4.6s)
[ 31.9% | 12095/~37961 | ✓12960 | ✗    5] ✓ tests/gateway/test_telegram_closewait_limits_31599.py (3✓, 3.0s)
[ 31.9% | 12099/~37961 | ✓12964 | ✗    5] ✓ tests/gateway/test_telegram_error_redaction.py (4✓, 3.3s)
[ 31.9% | 12127/~37961 | ✓12992 | ✗    5] ✓ tests/gateway/test_stream_consumer_fresh_final.py (28✓, 13.5s)
[ 32.1% | 12168/~37961 | ✓13033 | ✗    5] ✓ tests/gateway/test_sms.py (41✓, 19.6s)
[ 32.1% | 12178/~37961 | ✓13063 | ✗    5] ✓ tests/gateway/test_stream_consumer_silence.py (30✓, 13.1s)
[ 32.1% | 12198/~37961 | ✓13083 | ✗    5] ✓ tests/gateway/test_telegram_approval_buttons.py (20✓, 9.7s)
[ 32.1% | 12203/~37961 | ✓13088 | ✗    5] ✓ tests/gateway/test_telegram_forum_commands.py (5✓, 3.7s)
[ 32.2% | 12206/~37961 | ✓13091 | ✗    5] ✓ tests/gateway/test_telegram_max_doc_bytes.py (3✓, 2.8s)
[ 32.2% | 12223/~37961 | ✓13108 | ✗    5] ✓ tests/gateway/test_telegram_auth_check.py (17✓, 8.2s)
[ 32.2% | 12236/~37961 | ✓13121 | ✗    5] ✓ tests/gateway/test_telegram_caption_merge.py (13✓, 6.7s)
[ 32.3% | 12250/~37961 | ✓13135 | ✗    5] ✓ tests/gateway/test_telegram_clarify_buttons.py (14✓, 6.9s)
[ 32.5% | 12331/~37961 | ✓13216 | ✗    5] ✓ tests/gateway/test_restart_resume_pending.py (81✓, 48.5s)
[ 32.5% | 12332/~37961 | ✓13217 | ✗    5] ✓ tests/gateway/test_telegram_photo_interrupts.py (1✓, 2.1s)
[ 32.5% | 12339/~37961 | ✓13224 | ✗    5] ✓ tests/gateway/test_telegram_model_picker.py (7✓, 4.6s)
[ 32.5% | 12352/~37961 | ✓13237 | ✗    5] ✓ tests/gateway/test_telegram_conflict.py (13✓, 7.5s)
[ 32.5% | 12356/~37961 | ✓13241 | ✗    5] ✓ tests/gateway/test_telegram_overflow_partial.py (4✓, 3.2s)
[ 32.6% | 12362/~37961 | ✓13247 | ✗    5] ✓ tests/gateway/test_telegram_init_deadline.py (6✓, 5.7s)
[ 32.8% | 12470/~37961 | ✓13355 | ✗    5] ✓ tests/gateway/test_session.py (108✓, 42.3s)
[ 32.9% | 12479/~37961 | ✓13364 | ✗    5] ✓ tests/gateway/test_telegram_pending_update_probe.py (9✓, 4.9s)
[ 32.9% | 12482/~37961 | ✓13367 | ✗    5] ✓ tests/gateway/test_telegram_send_draft_format.py (3✓, 2.5s)
[ 32.9% | 12486/~37961 | ✓13371 | ✗    5] ✓ tests/gateway/test_telegram_reply_quote.py (4✓, 3.0s)
[ 32.9% | 12489/~37961 | ✓13374 | ✗    5] ✓ tests/gateway/test_telegram_slash_confirm.py (3✓, 2.5s)
[ 32.9% | 12493/~37961 | ✓13378 | ✗    5] ✓ tests/gateway/test_telegram_send_path_health.py (4✓, 3.0s)
[ 33.0% | 12512/~37961 | ✓13397 | ✗    5] ✓ tests/gateway/test_telegram_mention_boundaries.py (19✓, 8.3s)
[ 33.0% | 12522/~37961 | ✓13407 | ✗    5] ✓ tests/gateway/test_telegram_rich_newlines.py (10✓, 5.1s)
[ 33.0% | 12527/~37961 | ✓13412 | ✗    5] ✓ tests/gateway/test_telegram_status_update.py (5✓, 3.4s)
[ 33.2% | 12600/~37961 | ✓13485 | ✗    5] ✓ tests/gateway/test_slack_mention.py (73✓, 31.9s)
[ 33.2% | 12616/~37961 | ✓13501 | ✗    5] ✓ tests/gateway/test_telegram_prune_stale_topic_binding_31501.py (16✓, 7.7s)
[ 33.3% | 12625/~37961 | ✓13510 | ✗    5] ✓ tests/gateway/test_telegram_status_indicator.py (9✓, 4.6s)
[ 33.3% | 12634/~37961 | ✓13532 | ✗    5] ✓ tests/gateway/test_telegram_progress_edit_transient.py (22✓, 9.3s)
[ 33.3% | 12637/~37961 | ✓13535 | ✗    5] ✓ tests/gateway/test_telegram_typing_backoff.py (3✓, 2.6s)
[ 33.8% | 12812/~37961 | ✓13710 | ✗    5] ✓ tests/gateway/test_platform_base.py (175✓ 2s, 66.7s)
[ 34.2% | 12977/~37961 | ✓13875 | ✗    5] ✓ tests/gateway/test_qqbot.py (165✓, 64.0s)
[ 34.2% | 12989/~37961 | ✓13887 | ✗    5] ✓ tests/gateway/test_telegram_text_batch_perf.py (12✓, 5.9s)
[ 34.2% | 12992/~37961 | ✓13890 | ✗    5] ✓ tests/gateway/test_telegram_voice_v0_regressions.py (3✓, 2.9s)
[ 34.2% | 12996/~37961 | ✓13894 | ✗    5] ✓ tests/gateway/test_telegram_start_polling_timeout.py (4✓, 8.5s)
[ 34.2% | 13001/~37961 | ✓13899 | ✗    5] ✓ tests/gateway/test_telegram_webhook_secret.py (5✓, 3.5s)
[ 34.4% | 13058/~37961 | ✓13956 | ✗    5] ✓ tests/gateway/test_teams.py (57✓, 22.8s)
[ 34.5% | 13079/~37961 | ✓13977 | ✗    5] ✓ tests/gateway/test_telegram_reactions.py (21✓, 11.8s)
[ 34.5% | 13081/~37961 | ✓13979 | ✗    5] ✓ tests/gateway/test_typing_indicator_toggle.py (2✓, 2.3s)
[ 34.5% | 13095/~37961 | ✓13993 | ✗    5] ✓ tests/gateway/test_telegram_text_batching.py (14✓, 8.8s)
[ 34.5% | 13098/~37961 | ✓13996 | ✗    5] ✓ tests/gateway/test_tui_approval_redaction.py (3✓, 2.8s)
[ 34.5% | 13105/~37961 | ✓14003 | ✗    5] ✓ tests/gateway/test_tool_log_mode.py (7✓, 4.5s)
[ 34.6% | 13149/~37961 | ✓14047 | ✗    5] ✓ tests/gateway/test_telegram_documents.py (44✓, 19.7s)
[ 34.7% | 13156/~37961 | ✓14054 | ✗    5] ✓ tests/gateway/test_tts_media_routing.py (7✓, 4.2s)
[ 34.7% | 13164/~37961 | ✓14062 | ✗    5] ✓ tests/gateway/test_transcript_offset.py (8✓, 4.8s)
[ 34.7% | 13169/~37961 | ✓14067 | ✗    5] ✓ tests/gateway/test_unavailable_skill_hint.py (5✓, 3.6s)
[ 34.8% | 13197/~37961 | ✓14095 | ✗    5] ✓ tests/gateway/test_telegram_network_reconnect.py (28✓, 16.7s)
[ 34.8% | 13206/~37961 | ✓14107 | ✗    5] ✓ tests/gateway/test_tool_response_drop_recovery.py (12✓, 6.2s)
[ 34.8% | 13212/~37961 | ✓14113 | ✗    5] ✓ tests/gateway/test_undo_rewind_session.py (6✓, 4.0s)
[ 34.8% | 13228/~37961 | ✓14129 | ✗    5] ✓ tests/gateway/test_title_command.py (16✓, 8.3s)
[ 34.9% | 13231/~37961 | ✓14132 | ✗    5] ✓ tests/gateway/test_update_cron_drain.py (3✓, 3.4s)
[ 34.9% | 13232/~37961 | ✓14133 | ✗    5] ✓ tests/gateway/test_video_context_note.py (1✓, 2.1s)
[ 34.9% | 13241/~37961 | ✓14155 | ✗    5] ✓ tests/gateway/test_telegram_username_chat_id.py (22✓, 9.8s)
[ 34.9% | 13242/~37961 | ✓14156 | ✗    5] ✓ tests/gateway/test_version_command.py (1✓, 2.5s)
[ 34.9% | 13245/~37961 | ✓14159 | ✗    5] ✓ tests/gateway/test_vision_memory_leak.py (3✓, 2.8s)
[ 35.1% | 13339/~37961 | ✓14253 | ✗    5] ✓ tests/gateway/test_status.py (94✓, 36.5s)
[ 35.2% | 13379/~37961 | ✓14293 | ✗    5] ✓ tests/gateway/test_telegram_reply_mode.py (40✓, 18.6s)
[ 35.4% | 13430/~37961 | ✓14344 | ✗    5] ✓ tests/gateway/test_telegram_group_gating.py (51✓, 22.9s)
[ 35.4% | 13438/~37961 | ✓14352 | ✗    5] ✓ tests/gateway/test_verbose_command.py (8✓, 4.9s)
[ 35.4% | 13447/~37961 | ✓14361 | ✗    5] ✓ tests/gateway/test_usage_command.py (9✓, 5.7s)
[ 35.5% | 13458/~37961 | ✓14372 | ✗    5] ✓ tests/gateway/test_unknown_command.py (11✓, 6.3s)
[ 35.6% | 13505/~37961 | ✓14419 | ✗    5] ✓ tests/gateway/test_telegram_network.py (47✓, 21.9s)
[ 35.6% | 13509/~37961 | ✓14423 | ✗    5] ✓ tests/gateway/test_webhook_integration.py (4✓, 3.4s)
[ 35.6% | 13512/~37961 | ✓14426 | ✗    5] ✓ tests/gateway/test_webhook_session_close.py (3✓, 3.3s)
[ 35.6% | 13522/~37961 | ✓14436 | ✗    5] ✓ tests/gateway/test_voice_mode_platform_isolation.py (10✓, 5.8s)
[ 35.6% | 13525/~37961 | ✓14439 | ✗    5] ✓ tests/gateway/test_webhook_signature_rate_limit.py (3✓, 3.2s)
[ 35.6% | 13528/~37961 | ✓14442 | ✗    5] ✓ tests/gateway/test_whatsapp_bridge_dir_resolution.py (3✓, 3.0s)
[ 35.7% | 13541/~37961 | ✓14455 | ✗    5] ✓ tests/gateway/test_weak_credential_guard.py (13✓, 7.0s)
[ 35.7% | 13554/~37961 | ✓14468 | ✗    5] ✓ tests/gateway/test_webhook_dynamic_routes.py (13✓, 6.8s)
[ 35.7% | 13568/~37961 | ✓14482 | ✗    5] ✓ tests/gateway/test_webhook_deliver_only.py (14✓, 7.0s)
[ 35.9% | 13613/~37961 | ✓14527 | ✗    5] ✓ tests/gateway/test_telegram_topic_mode.py (45✓, 19.6s)
